Date,Open,High,Low,Close,Adj Close,Volume
2000-07-15,7320.100098,7503.319824,7303.910156,7373.259766,7373.259766,178009800
2000-07-22,7377.979980,7428.169922,7076.370117,7128.299805,7128.299805,228993500
2000-07-29,7135.390137,7251.879883,6954.600098,7016.589844,7016.589844,176421800
2000-08-05,7020.649902,7327.220215,7020.649902,7322.979980,7322.979980,197702400
2000-08-12,7323.870117,7380.189941,7214.680176,7232.419922,7232.419922,158010900
2000-08-19,7233.740234,7333.089844,7147.149902,7307.169922,7307.169922,163241900
2000-08-26,7320.930176,7397.120117,7168.520020,7344.669922,7344.669922,168002900
2000-09-02,7355.740234,7456.709961,7248.939941,7267.770020,7267.770020,166430700
2000-09-09,7267.680176,7273.299805,6976.410156,6999.540039,6999.540039,279831700
2000-09-16,6959.930176,6977.250000,6468.459961,6740.250000,6740.250000,239871900
2000-09-23,6739.279785,6884.629883,6716.839844,6798.120117,6798.120117,198860500
2000-09-30,6800.069824,6921.080078,6712.479980,6776.390137,6776.390137,166996900
2000-10-07,6776.040039,6776.040039,6383.169922,6661.299805,6661.299805,234166400
2000-10-14,6668.120117,6725.330078,6297.490234,6618.430176,6618.430176,235528700
2000-10-21,6614.180176,6930.359863,6542.870117,6924.680176,6924.680176,221395500
2000-10-28,6921.330078,7152.450195,6880.180176,7128.270020,7128.270020,213840200
2000-11-04,7139.939941,7185.660156,6831.399902,6851.689941,6851.689941,205799200
2000-11-11,6839.979980,6976.629883,6690.609863,6752.290039,6752.290039,196675600
2000-11-18,6755.229980,6794.410156,6474.500000,6664.180176,6664.180176,192525600
2000-11-25,6665.250000,6804.220215,6361.430176,6512.910156,6512.910156,206215400
2000-12-02,6507.640137,6745.910156,6343.450195,6691.250000,6691.250000,234816900
2000-12-09,6702.250000,6813.299805,6331.299805,6331.299805,6331.299805,284088600
2000-12-16,6337.810059,6505.750000,6110.259766,6251.399902,6251.399902,199001400
2000-12-23,6252.109863,6469.740234,6252.109863,6433.609863,6433.609863,62360500
2000-12-30,6431.140137,6556.939941,6172.439941,6382.310059,6382.310059,215436600
2001-01-06,6368.830078,6552.520020,6293.490234,6490.029785,6490.029785,240884300
2001-01-13,6506.700195,6737.180176,6452.620117,6651.529785,6651.529785,259101900
2001-01-20,6652.459961,6775.259766,6594.189941,6695.200195,6695.200195,247775300
2001-01-27,6699.100098,6795.140137,6624.189941,6638.200195,6638.200195,223247400
2001-02-03,6633.779785,6693.450195,6497.069824,6497.069824,6497.069824,200115500
2001-02-10,6498.930176,6603.169922,6439.259766,6439.259766,6439.259766,244554400
2001-02-17,6441.259766,6530.129883,6071.350098,6075.339844,6075.339844,266186700
2001-02-24,6079.970215,6284.810059,6052.009766,6159.020020,6159.020020,230983500
2001-03-03,6172.350098,6342.540039,6134.020020,6204.419922,6204.419922,225564600
2001-03-10,6202.370117,6202.370117,5663.540039,5734.490234,5734.490234,601114300
2001-03-17,5732.850098,5805.709961,5351.479980,5544.669922,5544.669922,293380100
2001-03-24,5557.819824,5944.250000,5557.819824,5829.950195,5829.950195,295418300
2001-03-31,5843.370117,5912.259766,5383.990234,5698.879883,5698.879883,298155600
2001-04-07,5695.770020,6019.259766,5657.870117,6002.299805,6002.299805,217507900
2001-04-14,6004.319824,6224.299805,5827.620117,6127.970215,6127.970215,228731900
2001-04-21,6118.240234,6186.680176,6032.740234,6175.240234,6175.240234,258815800
2001-04-28,6176.729980,6296.620117,6001.509766,6138.279785,6138.279785,217908200
2001-05-05,6137.919922,6222.240234,6025.859863,6141.020020,6141.020020,264290700
2001-05-12,6122.450195,6226.580078,5960.459961,6186.870117,6186.870117,269289300
2001-05-19,6193.129883,6337.470215,6139.240234,6223.569824,6223.569824,223175800
2001-05-26,6225.660156,6255.189941,5994.660156,6125.169922,6125.169922,299734300
2001-06-02,6134.100098,6278.040039,6134.100098,6187.209961,6187.209961,238979300
2001-06-09,6189.060059,6225.839844,5889.410156,5915.180176,5915.180176,674304000
2001-06-16,5921.609863,5980.140137,5812.700195,5941.770020,5941.770020,299637300
2001-06-23,5928.500000,6058.500000,5758.689941,6058.379883,6058.379883,299272300
2001-06-30,6053.810059,6131.970215,5846.629883,5862.100098,5862.100098,275318900
2001-07-07,5861.919922,5932.640137,5731.850098,5928.009766,5928.009766,319995900
2001-07-14,5927.450195,5928.890137,5684.560059,5764.060059,5764.060059,278766800
2001-07-21,5751.129883,5844.069824,5551.140137,5754.859863,5754.859863,263256400
2001-07-28,5749.250000,5930.450195,5712.479980,5735.879883,5735.879883,265671200
2001-08-04,5734.240234,5802.680176,5387.339844,5433.490234,5433.490234,397822300
2001-08-11,5441.100098,5569.049805,5174.299805,5222.120117,5222.120117,329875200
2001-08-18,5219.750000,5423.540039,5124.689941,5387.500000,5387.500000,313549100
2001-08-25,5397.640137,5455.120117,5132.270020,5188.169922,5188.169922,285075900
2001-09-01,5195.669922,5220.100098,4713.120117,4730.669922,4730.669922,370548800
2001-09-08,4725.160156,4788.379883,4115.979980,4115.979980,4115.979980,482505100
2001-09-15,4120.560059,4301.470215,3539.179932,3787.229980,3787.229980,612658000
2001-09-22,3792.860107,4317.629883,3792.860107,4308.149902,4308.149902,418544700
2001-09-29,4315.060059,4592.140137,4157.600098,4487.689941,4487.689941,362108600
2001-10-06,4469.109863,4742.180176,4330.540039,4625.129883,4625.129883,342611500
2001-10-13,4619.589844,4779.640137,4445.640137,4513.529785,4513.529785,349353900
2001-10-20,4518.359863,4874.310059,4480.160156,4820.259766,4820.259766,336746600
2001-10-27,4812.600098,4812.600098,4457.720215,4583.310059,4583.310059,323113600
2001-11-03,4588.689941,5005.950195,4588.689941,4910.069824,4910.069824,353928300
2001-11-10,4907.609863,5114.399902,4648.680176,5062.640137,5062.640137,454510300
2001-11-17,5071.629883,5212.029785,5016.919922,5150.970215,5150.970215,331744800
2001-11-24,5159.810059,5217.470215,4874.229980,4989.910156,4989.910156,358342900
2001-12-01,4986.580078,5341.859863,4872.250000,5199.029785,5199.029785,394198100
2001-12-08,5200.540039,5212.950195,4901.040039,4909.419922,4909.419922,340396500
2001-12-15,4913.930176,5115.790039,4877.569824,5019.009766,5019.009766,377100100
2001-12-22,5032.870117,5175.569824,5032.870117,5160.100098,5160.100098,55498800
2001-12-29,5155.259766,5352.160156,5107.359863,5318.729980,5318.729980,202196600
2002-01-05,5327.399902,5347.120117,5172.040039,5209.970215,5209.970215,422201100
2002-01-12,5206.229980,5206.229980,4974.580078,5122.229980,5122.229980,412897000
2002-01-19,5122.399902,5219.850098,5006.259766,5156.629883,5156.629883,333491000
2002-01-26,5156.520020,5205.629883,4980.700195,5097.060059,5097.060059,378495500
2002-02-02,5088.830078,5093.490234,4730.700195,4835.950195,4835.950195,443048600
2002-02-09,4845.240234,4992.600098,4834.149902,4862.600098,4862.600098,341718200
2002-02-16,4865.830078,4894.490234,4706.009766,4745.580078,4745.580078,333165400
2002-02-23,4758.830078,5116.140137,4731.410156,5097.410156,5097.410156,361863000
2002-03-02,5107.870117,5376.229980,5107.870117,5359.549805,5359.549805,426978000
2002-03-09,5360.040039,5403.279785,5233.660156,5401.109863,5401.109863,451933400
2002-03-16,5399.149902,5467.310059,5312.029785,5366.129883,5366.129883,351781500
2002-03-23,5361.200195,5424.520020,5289.930176,5397.290039,5397.290039,212729500
2002-03-30,5379.640137,5379.640137,5211.740234,5260.529785,5260.529785,228996300
2002-04-06,5261.370117,5290.870117,5128.020020,5189.649902,5189.649902,312230100
2002-04-13,5194.939941,5378.270020,5167.189941,5284.549805,5284.549805,312387500
2002-04-20,5285.419922,5285.419922,4984.620117,5000.379883,5000.379883,384857500
2002-04-27,4994.200195,5066.970215,4872.189941,4882.770020,4882.770020,330447600
2002-05-04,4884.029785,5028.589844,4773.490234,4871.700195,4871.700195,320411700
2002-05-11,4861.149902,5126.330078,4832.859863,5036.410156,5036.410156,378256200
2002-05-18,5046.169922,5059.419922,4859.540039,4899.129883,4899.129883,333071800
2002-05-25,4896.839844,5016.109863,4741.950195,4818.299805,4818.299805,315474900
2002-06-01,4818.069824,4850.379883,4513.000000,4610.180176,4610.180176,326791600
2002-06-08,4617.189941,4686.129883,4252.859863,4303.850098,4303.850098,390535100
2002-06-15,4317.839844,4503.799805,4153.310059,4232.399902,4232.399902,632336900
2002-06-22,4233.870117,4388.270020,3946.699951,4382.560059,4382.560059,528726700
2002-06-29,4377.100098,4483.029785,4101.580078,4483.029785,4483.029785,441548000
2002-07-06,4475.890137,4480.490234,4039.229980,4130.799805,4130.799805,519112100
2002-07-13,4124.529785,4152.450195,3825.540039,3891.879883,3891.879883,567043100
2002-07-20,3888.110107,3888.110107,3265.959961,3579.000000,3579.000000,622287100
2002-07-27,3584.510010,3945.379883,3496.489990,3532.489990,3532.489990,483212300
2002-08-03,3533.300049,3760.860107,3235.379883,3760.860107,3760.860107,480477500
2002-08-10,3750.260010,3750.260010,3542.060059,3684.689941,3684.689941,346403000
2002-08-17,3681.669922,3930.959961,3628.459961,3828.260010,3828.260010,382749900
2002-08-24,3830.080078,3900.110107,3580.909912,3712.939941,3712.939941,316931000
2002-08-31,3698.689941,3698.689941,3301.810059,3485.679932,3485.679932,406531100
2002-09-07,3480.570068,3615.590088,3275.280029,3361.280029,3361.280029,332397200
2002-09-14,3359.330078,3445.590088,2956.560059,3065.729980,3065.729980,566837900
2002-09-21,3063.439941,3106.090088,2774.360107,2918.899902,2918.899902,507679000
2002-09-28,2906.600098,2974.340088,2677.610107,2714.620117,2714.620117,468071700
2002-10-05,2710.330078,2930.739990,2519.300049,2930.739990,2930.739990,545060200
2002-10-12,2928.629883,3226.250000,2793.929932,3163.669922,3163.669922,544110200
2002-10-19,3151.939941,3299.010010,2983.639893,3102.010010,3102.010010,466284400
2002-10-26,3105.290039,3235.659912,2999.600098,3165.159912,3165.159912,433130300
2002-11-02,3167.489990,3443.489990,3072.810059,3079.100098,3079.100098,490323500
2002-11-09,3076.250000,3232.070068,2987.850098,3191.760010,3191.760010,445632700
2002-11-16,3195.969971,3337.340088,3117.020020,3320.879883,3320.879883,406864300
2002-11-23,3322.780029,3403.399902,3148.939941,3320.320068,3320.320068,401177900
2002-11-30,3332.729980,3476.830078,3108.760010,3207.530029,3207.530029,530343900
2002-12-07,3206.360107,3223.419922,3034.120117,3077.060059,3077.060059,388554000
2002-12-14,3074.510010,3222.399902,2925.870117,3024.219971,3024.219971,522241000
2002-12-21,3022.310059,3048.290039,2840.000000,2840.000000,2840.000000,74265600
2002-12-28,2838.870117,3124.860107,2836.010010,3092.939941,3092.939941,176420500
2003-01-04,3101.169922,3157.250000,2932.929932,3037.330078,3037.330078,469478900
2003-01-11,3039.909912,3145.659912,2918.260010,2918.820068,2918.820068,481651600
2003-01-18,2927.580078,2966.780029,2714.889893,2717.820068,2717.820068,502732600
2003-01-25,2716.419922,2753.260010,2563.919922,2747.830078,2747.830078,596380800
2003-02-01,2750.399902,2802.929932,2561.729980,2569.340088,2569.340088,475013300
2003-02-08,2573.260010,2711.590088,2528.899902,2674.459961,2674.459961,447200500
2003-02-15,2683.479980,2750.080078,2565.139893,2648.870117,2648.870117,590227600
2003-02-22,2648.489990,2648.550049,2433.149902,2547.050049,2547.050049,552898900
2003-03-01,2553.739990,2600.760010,2393.590088,2431.659912,2431.659912,441422800
2003-03-08,2437.320068,2482.139893,2188.750000,2403.189941,2403.189941,644239800
2003-03-15,2398.110107,2731.570068,2327.870117,2715.060059,2715.060059,874254100
2003-03-22,2712.620117,2712.620117,2481.709961,2520.840088,2520.840088,492650400
2003-03-29,2511.989990,2656.250000,2395.719971,2654.070068,2654.070068,498522700
2003-04-05,2654.760010,2824.989990,2654.439941,2733.949951,2733.949951,556905100
2003-04-12,2741.659912,2915.689941,2700.330078,2899.780029,2899.780029,411311300
2003-04-19,2898.360107,3000.760010,2828.840088,2838.229980,2838.229980,413573100
2003-04-26,2834.459961,3004.790039,2821.350098,2986.000000,2986.000000,435780200
2003-05-03,2991.739990,3068.080078,2861.699951,2956.590088,2956.590088,529357200
2003-05-10,2961.139893,3029.489990,2871.610107,2989.080078,2989.080078,496470100
2003-05-17,2976.379883,2976.379883,2773.770020,2822.830078,2822.830078,494846700
2003-05-24,2821.540039,2997.620117,2769.449951,2982.679932,2982.679932,412323000
2003-05-31,2990.929932,3146.909912,2990.929932,3127.459961,3127.459961,559640100
2003-06-07,3124.590088,3253.699951,3075.189941,3168.709961,3168.709961,518590800
2003-06-14,3156.800049,3324.439941,3122.399902,3238.979980,3238.979980,630232000
2003-06-21,3236.959961,3263.120117,3157.699951,3224.659912,3224.659912,471795300
2003-06-28,3228.810059,3271.310059,3119.350098,3239.610107,3239.610107,435094300
2003-07-05,3244.939941,3363.429932,3244.939941,3326.510010,3326.510010,627807600
2003-07-12,3335.120117,3430.760010,3312.899902,3366.709961,3366.709961,501926800
2003-07-19,3370.070068,3390.610107,3254.189941,3356.889893,3356.889893,447994800
2003-07-26,3360.669922,3487.860107,3360.669922,3438.889893,3438.889893,464059600
2003-08-02,3433.719971,3464.600098,3299.770020,3332.239990,3332.239990,430580700
2003-08-09,3333.070068,3470.530029,3309.850098,3443.929932,3443.929932,413883300
2003-08-16,3447.580078,3588.530029,3447.580078,3549.050049,3549.050049,437132400
2003-08-23,3547.649902,3547.649902,3438.860107,3484.580078,3484.580078,384095200
2003-08-30,3493.340088,3676.879883,3493.340088,3607.709961,3607.709961,474364600
2003-09-06,3612.850098,3670.300049,3473.790039,3508.060059,3508.060059,455439900
2003-09-13,3512.280029,3629.590088,3506.379883,3578.699951,3578.699951,565456000
2003-09-20,3578.159912,3578.159912,3275.540039,3324.850098,3324.850098,575084900
2003-09-27,3324.000000,3439.889893,3202.870117,3419.000000,3419.000000,514795000
2003-10-04,3414.060059,3512.209961,3332.820068,3471.250000,3471.250000,470750600
2003-10-11,3480.129883,3606.000000,3480.129883,3516.669922,3516.669922,475838300
2003-10-18,3520.540039,3593.500000,3423.340088,3452.639893,3452.639893,438249200
2003-10-25,3459.070068,3675.780029,3459.070068,3655.989990,3655.989990,449901300
2003-11-01,3657.610107,3814.209961,3651.770020,3782.560059,3782.560059,520389700
2003-11-08,3778.270020,3813.199951,3696.949951,3797.399902,3797.399902,513860500
2003-11-15,3792.889893,3792.889893,3576.520020,3642.250000,3642.250000,500816200
2003-11-22,3642.699951,3786.370117,3642.699951,3745.949951,3745.949951,396180700
2003-11-29,3752.719971,3894.820068,3752.719971,3841.729980,3841.729980,520053700
2003-12-06,3834.889893,3904.429932,3778.729980,3860.129883,3860.129883,474530400
2003-12-13,3866.919922,3930.260010,3823.709961,3898.419922,3898.419922,518684400
2003-12-20,3891.669922,3913.260010,3870.560059,3903.340088,3903.340088,108983600
2003-12-27,3907.570068,4022.959961,3907.570068,4018.500000,4018.500000,133563100
2004-01-03,4019.939941,4073.330078,3982.830078,4016.179932,4016.179932,592316600
2004-01-10,4010.050049,4122.930176,3980.189941,4111.640137,4111.640137,587893300
2004-01-17,4111.890137,4171.490234,4099.470215,4151.830078,4151.830078,533815400
2004-01-24,4152.089844,4175.479980,4048.520020,4058.600098,4058.600098,533529500
2004-01-31,4062.790039,4087.209961,4007.870117,4044.989990,4044.989990,486490300
2004-02-07,4051.360107,4150.560059,4047.919922,4057.050049,4057.050049,420879300
2004-02-14,4054.959961,4147.339844,4040.489990,4073.350098,4073.350098,444607100
2004-02-21,4074.110107,4106.080078,3960.409912,4018.159912,4018.159912,505672200
2004-02-28,4026.189941,4151.839844,4026.189941,4126.140137,4126.140137,473940400
2004-03-06,4131.339844,4163.189941,3824.540039,3915.379883,3915.379883,600379900
2004-03-13,3908.610107,3909.870117,3775.110107,3819.149902,3819.149902,733057500
2004-03-20,3802.530029,3849.989990,3692.399902,3822.330078,3822.330078,618626900
2004-03-27,3828.040039,4008.080078,3823.669922,4007.600098,4007.600098,496249400
2004-04-03,4015.229980,4065.709961,4000.439941,4013.530029,4013.530029,373137800
2004-04-10,4016.090088,4094.229980,3970.020020,4033.979980,4033.979980,371808900
2004-04-17,4033.000000,4129.140137,3995.590088,4103.620117,4103.620117,512746400
2004-04-24,4105.970215,4156.890137,3968.860107,3985.209961,3985.209961,558384100
2004-05-01,3972.879883,4029.320068,3852.899902,3895.639893,3895.639893,485467600
2004-05-08,3894.979980,3894.979980,3769.590088,3803.100098,3803.100098,525401100
2004-05-15,3801.469971,3883.149902,3710.020020,3831.840088,3831.840088,444400400
2004-05-22,3842.409912,3940.709961,3809.979980,3902.719971,3902.719971,398028600
2004-05-29,3904.389893,3973.570068,3856.040039,3961.929932,3961.929932,333011300
2004-06-05,3973.449951,4040.770020,3973.449951,4014.560059,4014.560059,346750100
2004-06-12,4008.610107,4018.600098,3933.120117,3999.790039,3999.790039,468569700
2004-06-19,4008.500000,4029.110107,3916.419922,4013.350098,4013.350098,408251800
2004-06-26,4016.820068,4101.520020,3990.500000,3998.770020,3998.770020,419883400
2004-07-03,3998.189941,4011.540039,3882.750000,3924.489990,3924.489990,380999800
2004-07-10,3911.540039,3928.070068,3837.629883,3845.929932,3845.929932,404135000
2004-07-17,3845.030029,3899.419922,3785.290039,3797.330078,3797.330078,428408400
2004-07-24,3795.659912,3911.300049,3749.040039,3895.610107,3895.610107,447685300
2004-07-31,3891.179932,3891.780029,3719.459961,3727.739990,3727.739990,434369600
2004-08-07,3726.510010,3736.550049,3618.689941,3646.989990,3646.989990,498320500
2004-08-14,3643.080078,3758.510010,3618.580078,3712.610107,3712.610107,407006600
2004-08-21,3722.229980,3856.030029,3722.229980,3851.179932,3851.179932,363310300
2004-08-28,3848.800049,3882.780029,3778.189941,3866.989990,3866.989990,384471100
2004-09-04,3867.449951,3905.110107,3836.040039,3886.030029,3886.030029,357516900
2004-09-11,3890.290039,4000.129883,3890.290039,3988.070068,3988.070068,501009100
2004-09-18,3986.330078,3999.469971,3887.840088,3910.300049,3910.300049,447831000
2004-09-25,3905.739990,3996.110107,3848.280029,3994.959961,3994.959961,446678700
2004-10-02,4005.639893,4078.500000,4001.520020,4015.540039,4015.540039,496774500
2004-10-09,4011.830078,4026.989990,3897.479980,3922.110107,3922.110107,517454000
2004-10-16,3926.510010,3983.449951,3889.719971,3935.139893,3935.139893,432124900
2004-10-23,3880.479980,3994.189941,3838.979980,3960.250000,3960.250000,502157200
2004-10-30,3961.179932,4111.779785,3959.250000,4063.580078,4063.580078,476315600
2004-11-06,4063.830078,4162.370117,4051.610107,4143.350098,4143.350098,541970300
2004-11-13,4162.930176,4202.450195,4106.870117,4134.890137,4134.890137,489374200
2004-11-20,4115.910156,4161.549805,4088.590088,4154.270020,4154.270020,354773000
2004-11-27,4160.890137,4233.520020,4107.620117,4208.870117,4208.870117,531633700
2004-12-04,4199.250000,4231.459961,4131.240234,4174.549805,4174.549805,389521300
2004-12-11,4189.339844,4250.049805,4173.589844,4182.270020,4182.270020,540852900
2004-12-18,4178.169922,4253.680176,4176.379883,4251.620117,4251.620117,266755200
2004-12-25,4254.410156,4272.180176,4235.359863,4256.080078,4256.080078,122052100
2005-01-01,4260.919922,4325.770020,4242.069824,4316.399902,4316.399902,450080000
2005-01-08,4311.859863,4324.379883,4191.140137,4232.359863,4232.359863,554322500
2005-01-15,4235.939941,4269.729980,4198.339844,4213.700195,4213.700195,502911900
2005-01-22,4195.370117,4245.080078,4160.830078,4201.810059,4201.810059,596182900
2005-01-29,4211.859863,4340.270020,4211.859863,4339.279785,4339.279785,510727900
2005-02-05,4342.750000,4391.790039,4338.959961,4387.799805,4387.799805,483189900
2005-02-12,4395.370117,4409.089844,4348.660156,4359.470215,4359.470215,473653200
2005-02-19,4363.209961,4373.149902,4276.009766,4348.640137,4348.640137,551031900
2005-02-26,4360.339844,4424.279785,4335.040039,4423.520020,4423.520020,543689300
2005-03-05,4424.770020,4435.310059,4330.209961,4360.490234,4360.490234,545616900
2005-03-12,4353.729980,4392.169922,4295.700195,4327.180176,4327.180176,539340300
2005-03-19,4322.470215,4347.720215,4275.549805,4343.600098,4343.600098,372340600
2005-03-26,4331.959961,4393.200195,4308.919922,4373.529785,4373.529785,325515300
2005-04-02,4355.839844,4413.240234,4323.240234,4400.680176,4400.680176,414242100
2005-04-09,4388.810059,4422.879883,4309.250000,4312.250000,4312.250000,493156800
2005-04-16,4266.270020,4266.270020,4159.950195,4223.040039,4223.040039,622639300
2005-04-23,4214.970215,4249.859863,4157.509766,4184.839844,4184.839844,555365900
2005-04-30,4208.629883,4314.979980,4205.049805,4311.060059,4311.060059,394274000
2005-05-07,4305.689941,4306.319824,4232.399902,4275.700195,4275.700195,492172900
2005-05-14,4266.819824,4379.569824,4232.669922,4360.680176,4360.680176,465170900
2005-05-21,4383.020020,4453.009766,4374.490234,4444.709961,4444.709961,462665600
2005-05-28,4445.209961,4551.890137,4440.359863,4510.390137,4510.390137,459694000
2005-06-04,4514.589844,4601.049805,4490.120117,4586.100098,4586.100098,498289000
2005-06-11,4597.330078,4623.580078,4537.910156,4604.569824,4604.569824,681099900
2005-06-18,4601.990234,4637.339844,4560.490234,4566.479980,4566.479980,504190900
2005-06-25,4547.270020,4623.799805,4517.439941,4617.069824,4617.069824,490873500
2005-07-02,4620.859863,4636.959961,4444.939941,4597.970215,4597.970215,553689000
2005-07-09,4616.359863,4723.649902,4616.359863,4712.899902,4712.899902,523013800
2005-07-16,4717.589844,4865.720215,4705.290039,4836.899902,4836.899902,547576900
2005-07-23,4843.689941,4913.020020,4819.419922,4886.500000,4886.500000,560272400
2005-07-30,4882.390137,4934.939941,4827.180176,4827.180176,4827.180176,496305900
2005-08-06,4837.049805,4990.569824,4827.299805,4937.330078,4937.330078,544410300
2005-08-13,4935.220215,4953.459961,4834.160156,4929.910156,4929.910156,455881900
2005-08-20,4933.740234,4954.410156,4783.799805,4783.799805,4783.799805,415624000
2005-08-27,4756.680176,4874.890137,4726.330078,4837.810059,4837.810059,449554300
2005-09-03,4853.600098,5020.470215,4850.529785,5005.930176,5005.930176,436334900
2005-09-10,5028.490234,5035.390137,4888.029785,4986.500000,4986.500000,616216000
2005-09-17,4928.140137,4967.310059,4827.859863,4882.580078,4882.580078,598147100
2005-09-24,4938.180176,5061.839844,4938.180176,5044.120117,5044.120117,527831400
2005-10-01,5060.990234,5138.020020,4980.620117,5007.770020,5007.770020,534768100
2005-10-08,5027.279785,5065.169922,4929.109863,4975.560059,4975.560059,524161900
2005-10-15,4987.660156,4999.000000,4825.959961,4838.399902,4838.399902,551701400
2005-10-22,4838.250000,4930.890137,4762.750000,4825.640137,4825.640137,506313400
2005-10-29,4854.589844,5013.950195,4854.589844,4995.240234,4995.240234,607931000
2005-11-05,4994.540039,5092.799805,4983.750000,5090.750000,5090.750000,517616500
2005-11-12,5083.270020,5162.509766,5063.859863,5123.500000,5123.500000,575619000
2005-11-19,5140.350098,5204.140137,5127.069824,5194.270020,5194.270020,399340400
2005-11-26,5218.279785,5307.990234,5155.339844,5307.990234,5307.990234,490544200
2005-12-03,5303.919922,5309.930176,5222.240234,5282.129883,5282.129883,476277900
2005-12-10,5316.459961,5356.669922,5274.970215,5353.660156,5353.660156,550219700
2005-12-17,5342.930176,5425.620117,5322.830078,5419.049805,5419.049805,370988600
2005-12-24,5422.069824,5469.959961,5385.069824,5408.259766,5408.259766,151757800
2005-12-31,5410.240234,5537.580078,5409.279785,5536.319824,5536.319824,443155800
2006-01-07,5543.339844,5553.549805,5463.779785,5483.089844,5483.089844,579805700
2006-01-14,5464.979980,5515.259766,5344.520020,5349.020020,5349.020020,530375400
2006-01-21,5311.899902,5650.950195,5290.490234,5647.419922,5647.419922,747377800
2006-01-28,5636.240234,5760.629883,5614.290039,5657.120117,5657.120117,575320900
2006-02-04,5667.180176,5745.490234,5598.049805,5701.470215,5701.470215,565469500
2006-02-11,5699.439941,5814.790039,5683.879883,5795.479980,5795.479980,552668600
2006-02-18,5795.680176,5884.220215,5766.990234,5870.790039,5870.790039,473920300
2006-02-25,5888.810059,5916.799805,5691.209961,5721.459961,5721.459961,562982700
2006-03-04,5742.069824,5804.950195,5664.189941,5804.919922,5804.919922,590325700
2006-03-11,5820.740234,5947.430176,5807.609863,5882.379883,5882.379883,648420100
2006-03-18,5895.779785,5977.060059,5847.899902,5973.140137,5973.140137,612227800
2006-03-25,5972.149902,5993.899902,5863.069824,5970.080078,5970.080078,561025400
2006-04-01,5989.080078,6047.979980,5947.560059,5952.919922,5952.919922,510106800
2006-04-08,5951.080078,6004.709961,5860.500000,5918.569824,5918.569824,407737100
2006-04-15,5915.109863,6108.689941,5866.850098,6094.750000,6094.750000,454346400
2006-04-22,6058.750000,6121.950195,6003.910156,6009.890137,6009.890137,738148000
2006-04-29,6014.379883,6113.290039,5962.859863,6113.290039,6113.290039,564222600
2006-05-06,6126.959961,6162.370117,5915.740234,5916.279785,5916.279785,758120400
2006-05-13,5893.000000,5902.439941,5587.919922,5672.279785,5672.279785,883223100
2006-05-20,5653.850098,5788.470215,5513.430176,5788.359863,5788.359863,756179100
2006-05-27,5782.490234,5784.290039,5533.120117,5687.040039,5687.040039,657492700
2006-06-03,5685.560059,5691.689941,5383.279785,5464.080078,5464.080078,722064200
2006-06-10,5458.379883,5507.600098,5243.709961,5376.009766,5376.009766,819977500
2006-06-17,5388.830078,5580.819824,5382.580078,5529.740234,5529.740234,548541300
2006-06-24,5542.740234,5698.209961,5420.080078,5683.310059,5683.310059,481840700
2006-07-01,5688.000000,5729.589844,5608.950195,5681.850098,5681.850098,374599600
